TID,Items
5717,"[910, 2021, 2079, 2408, 3279]"
5718,"[201, 247, 326, 699, 930, 2481, 3106, 3982]"
5719,"[150, 1080, 1144, 1217, 2368, 2445, 3151]"
5720,"[293, 2041, 2418, 3765]"
5721,"[148, 2354, 2463, 2714, 3381, 3970]"
5722,"[1256, 2576, 3671]"
5723,"[1462, 1560, 1655, 2907, 3151, 3317, 3572]"
5724,"[545, 1688, 2781, 3111]"
5725,"[400, 1119, 1389, 1972, 2472, 2495, 3141, 3569]"
5726,"[1314, 2098, 2489, 2947, 3192]"
5727,"[11, 1882, 1997]"
5728,"[592, 903, 1501, 2054, 2136, 2223]"
5729,"[2176, 3541]"
5730,"[454, 1409, 1727, 2439, 2731, 3656]"
5731,"[755, 1843, 3012]"
5732,"[1482, 2810, 3460]"
5733,"[1554, 2004, 3111]"
5734,"[236, 601, 740, 2714, 3511]"
5735,"[2234, 2457, 2725, 3901]"
5736,"[126, 738, 1023, 2229, 2666, 3647, 3668, 3821, 3869, 3931]"
5737,[1686]
5738,"[150, 1531, 1617, 1694, 3149]"
5739,"[1047, 1475, 1836, 2407]"
5740,"[2760, 2863, 3010, 3648]"
5741,"[371, 3024, 3123, 3335]"
5742,"[70, 2001, 2315, 2858, 3192]"
5743,[3197]
5744,"[140, 849, 902, 1196, 3602]"
5745,"[209, 2684]"
5746,"[686, 1318, 2103, 2855, 3010, 3123, 3379, 3864]"
5747,"[213, 1325, 1343, 2437, 2676, 2918, 3050, 3227, 3511]"
5748,"[670, 1559, 3544]"
5749,"[1474, 1780, 2564, 3012]"
5750,"[1025, 1503, 3221]"
5751,"[639, 1040, 1924, 3488]"
5752,"[38, 917, 1395, 1519, 2857, 2891, 3421]"
5753,"[2213, 2593, 2852]"
5754,"[183, 379, 1289, 1294, 1417, 1823, 2017, 2091, 2937]"
5755,"[374, 1735, 1822, 2708]"
5756,"[425, 664, 3255, 3446]"
5757,"[1285, 1541, 2961]"
5758,"[540, 1928, 3835]"
5759,"[1393, 1657, 2000, 2561, 2564, 2979]"
5760,"[2136, 2825, 3827, 3968]"
5761,"[954, 1374, 2113, 2375, 2472]"
5762,"[38, 2893]"
5763,"[3534, 3561, 3940]"
5764,"[642, 3350]"
5765,"[36, 1513, 2373]"
5766,"[925, 3390, 3759, 3848]"
5767,"[69, 1108, 1346, 3043, 3083]"
5768,"[1382, 2198]"
5769,"[2555, 3680]"
5770,"[3106, 3869, 3895]"
5771,"[930, 1739, 2166, 3010, 3273, 3392, 3667]"
5772,"[1344, 2883]"
5773,"[86, 547, 1412, 1849, 2193, 2371, 2861]"
5774,"[1971, 2079, 2561, 2563, 2726]"
5775,"[682, 737, 1225, 2372, 3577]"
5776,"[416, 2741]"
5777,"[47, 480, 686, 733, 2470]"
5778,"[21, 123, 566, 771, 930, 2457]"
5779,"[243, 455, 789, 1635, 1991, 3988]"
5780,"[604, 1173, 3271]"
5781,"[11, 1594, 1769, 2413, 2489, 3057, 3231, 3492, 3549, 3718]"
5782,[318]
5783,"[1386, 2082, 2365, 3019]"
5784,"[442, 619, 1274, 1490, 1503, 3296, 3498]"
5785,"[387, 1023, 2001, 2255, 2364, 2505, 2740]"
5786,"[21, 123, 566, 771, 930, 2457]"
5787,"[142, 519, 1895]"
5788,"[902, 1896, 2081, 2920]"
5789,"[1005, 1294, 2013, 2080, 3600]"
5790,[1648]
5791,"[3, 102, 1621, 2168, 2580]"
5792,"[521, 545, 3576]"
5793,"[176, 778, 903, 929, 1260, 2095, 2445, 2977, 3480, 3788, 3964]"
5794,"[81, 688, 988, 2190, 2449, 3727, 3768]"
5795,"[807, 992, 1354, 2395, 3899]"
5796,"[2275, 2315, 2428, 2679]"
5797,"[902, 2385, 2930, 3523]"
5798,"[981, 2129, 2183, 3479]"
5799,"[707, 803, 1160, 1501, 1890, 3182, 3470, 3609]"
5800,"[543, 1216, 1411, 1493, 3575]"
5801,"[174, 1502, 2297, 2531, 3450]"
5802,"[299, 1912, 3344, 3374]"
5803,"[1500, 1878, 2031, 2439, 3142, 3656]"
5804,"[696, 1593, 1624, 3034]"
5805,"[1547, 2392, 3391, 3455, 3556]"
5806,"[120, 359, 732, 770, 2932]"
5807,"[2000, 2476, 2527, 3411]"
5808,"[289, 1940, 2722, 3361]"
5809,"[785, 847, 1125, 1411, 2177]"
5810,"[400, 1096, 1226, 1678, 3927]"
5811,"[93, 1208, 2858, 3387, 3676]"
5812,"[496, 592, 3142, 3204, 3357]"
5813,"[1350, 1886, 2010]"
5814,"[83, 130, 1744, 3281, 3319, 3552]"
5815,"[1119, 1210, 2345, 3212, 3478]"
5816,"[1912, 2042, 3538]"
5817,"[363, 1067, 1750, 3197]"
5818,"[459, 722]"
5819,"[730, 1096, 1554, 1909, 2337, 2769]"
5820,"[575, 629, 2140, 3084]"
5821,"[599, 722, 1088, 2919, 2989]"
5822,"[994, 1753, 2288, 3935]"
5823,"[272, 3557]"
5824,"[368, 938, 2472, 2843, 2915]"
5825,"[335, 360, 1498, 3342, 3498, 3591, 3669]"
5826,"[361, 1051, 2155]"
5827,"[583, 637, 1737, 1905, 3069, 3350]"
5828,"[364, 509, 3400]"
5829,"[690, 2383, 2819, 3277, 3792]"
5830,"[214, 3296, 3304, 3315]"
5831,"[1191, 1226, 1678, 3600]"
5832,"[188, 623, 2750, 3106]"
5833,"[487, 992, 1880, 1941, 2842, 3480]"
5834,"[595, 674, 1139, 2399, 3628, 3931]"
5835,"[7, 2046, 2738, 3271, 3367]"
5836,"[847, 2118, 3662]"
5837,"[592, 707, 2171, 2247, 3411]"
5838,"[469, 963, 3248, 3710, 3791]"
5839,"[557, 707, 974, 1273, 2580, 3559, 3834]"
5840,"[387, 3319]"
5841,"[222, 2080, 2448, 2769, 2870]"
5842,"[647, 1214, 1275, 2001, 2489, 2959, 3490, 3531, 3628, 3761]"
5843,"[1903, 3021]"
5844,"[723, 1205, 1238, 1502]"
5845,"[444, 3153]"
5846,"[852, 1757, 2321, 3106, 3182]"
5847,"[2687, 2736, 2918, 3455]"
5848,"[1827, 1971, 2637, 3626, 3680, 3722, 3850]"
5849,"[2424, 2551, 2815]"
5850,"[732, 1116, 1145, 1643, 3217]"
5851,"[1890, 2628]"
5852,"[1975, 2519, 2764, 3075]"
5853,"[70, 744, 1343, 1971, 3070]"
5854,"[1738, 1787, 2921, 3241, 3684]"
5855,"[1576, 1972, 2525, 2710, 3013]"
5856,"[1726, 1952, 3969]"
5857,"[269, 320, 3341]"
5858,"[36, 444, 1415, 2519]"
5859,"[109, 1054, 1888, 2387, 2842]"
5860,"[2522, 2640]"
5861,"[63, 855, 860, 1197, 2103, 3048]"
5862,"[63, 673, 683, 1671, 1733, 1971, 2041, 2266, 2735]"
5863,"[35, 190, 2017, 2194, 3003, 3110, 3882]"
5864,"[8, 289, 988, 1692, 2277, 3048, 3271, 3341]"
5865,"[883, 1831, 2234, 2785, 3396, 3914]"
5866,"[624, 756, 1493, 2452]"
5867,"[403, 537, 558, 1826, 2903]"
5868,"[1194, 1733, 3018, 3988]"
5869,"[1329, 1744, 2979, 3090]"
5870,"[400, 925, 1054]"
5871,"[961, 1351, 1396, 2296, 2656]"
5872,"[570, 1664, 2139]"
5873,"[557, 933, 2188, 2700, 3066]"
5874,"[1584, 1855, 1990, 2934, 3878]"
5875,"[805, 1767, 1903, 2669, 3171, 3221]"
5876,"[849, 1595, 2976, 3026]"
5877,"[231, 439, 478, 2058, 2233, 3752]"
5878,"[261, 1427, 1993, 3538]"
5879,"[575, 643, 1073, 1609, 2428]"
5880,"[746, 1713, 2600, 3161, 3190]"
5881,"[83, 783, 2079, 2264, 2482, 2647]"
5882,"[472, 1159, 1194, 1405, 3646, 3672]"
5883,"[179, 281, 1113, 3058]"
5884,"[2017, 3815]"
5885,"[152, 744, 901, 1183, 2387, 3106]"
5886,"[1588, 2023, 2430, 2512, 2695, 3309]"
5887,"[930, 1093, 1557, 1928, 2819, 3635]"
5888,"[540, 858, 1235, 1279, 1928, 1941, 3143, 3514]"
5889,"[1284, 2304, 2401, 2590, 2919, 3911]"
5890,"[62, 352, 3192]"
5891,"[1361, 1374, 2481, 3106]"
5892,"[247, 1899, 2079, 2769, 3190, 3601]"
5893,"[219, 1275, 3146]"
5894,[1014]
5895,"[1529, 2743, 3051, 3328, 3861, 3869]"
5896,"[297, 514, 610, 1186, 1368, 1384, 1389, 1795, 2278, 3414, 3828]"
5897,"[530, 803, 2416, 2428, 2926, 3368, 3653]"
5898,"[238, 874, 3690]"
5899,"[601, 990, 1594, 1756, 3617]"
5900,"[318, 680, 1686, 1750, 2852, 3066]"
5901,"[11, 3538]"
5902,"[124, 1092, 1322, 1664, 2264, 3668]"
5903,"[1468, 2069, 2870, 3156, 3252, 3487]"
5904,"[432, 828, 3775]"
5905,"[1046, 1233, 1643, 1905, 2297, 3728]"
5906,"[1590, 3810, 3919]"
5907,"[2476, 2800, 3277]"
5908,"[547, 1250, 1349, 1469, 2576]"
5909,"[2550, 2813, 3402]"
5910,"[335, 998, 1482, 3626, 3664, 3948]"
5911,"[63, 247, 2022, 2469, 2912, 3744, 3756]"
5912,"[176, 2296, 2363, 3988]"
5913,"[1334, 2198, 2714, 3272, 3615, 3667, 3953]"
5914,"[281, 435, 976, 3259]"
5915,"[1371, 1386, 3149]"
5916,"[361, 929, 2315]"
5917,"[1610, 1799, 2289, 3624, 3818, 3864]"
5918,"[78, 81, 1673, 3250, 3791, 3911]"
5919,"[112, 820, 1678, 1843, 3607, 3996]"
5920,"[318, 432, 939, 1518, 1569, 1989, 2952, 3223, 3482]"
5921,"[540, 1671, 2920, 3802, 3822]"
5922,"[3745, 3934]"
5923,"[858, 961, 1988, 2843, 2921, 3168, 3318]"
5924,"[638, 1909]"
5925,"[1425, 1798, 2463, 3025, 3632]"
5926,"[1678, 3317, 3611, 3639]"
5927,[3552]
5928,"[647, 2409, 3647, 3884]"
5929,"[2781, 3547]"
5930,"[1179, 1342, 1367, 1793, 2324, 2858, 3619, 3752]"
5931,"[8, 2987, 3480]"
5932,"[699, 1671, 3513, 3523]"
5933,"[416, 604, 1188, 1312, 1796]"
5934,"[11, 78, 1325, 3609]"
5935,"[48, 63, 889, 2062, 3734]"
5936,"[371, 922, 1412, 2296, 2362, 2433, 2589, 3411]"
5937,"[242, 721, 1009]"
5938,"[319, 2790, 3175]"
5939,"[8, 1226, 1525, 1755, 2193, 3083, 3953]"
5940,"[2582, 3119, 3124]"
5941,"[1342, 2217, 3595]"
5942,"[55, 907, 3669]"
5943,"[974, 1018, 1744, 1858, 2034, 3277, 3404, 3637]"
5944,"[1127, 1500, 2025, 2246, 3421, 3828]"
5945,"[734, 1643, 3695]"
5946,"[2297, 2319, 3822]"
5947,"[18, 487, 1014, 1296, 2714, 2891, 3354, 3864]"
5948,"[163, 213, 414, 443, 850, 874, 1626, 3925]"
5949,"[3379, 3733]"
5950,"[400, 599, 1908, 3526, 3921]"
5951,"[432, 443, 613, 1113, 1835, 1836]"
5952,"[59, 205, 1647, 2918]"
5953,"[495, 2234, 2786, 3039]"
5954,"[1871, 2385, 3197, 3705]"
5955,"[248, 2745, 3216, 3513]"
5956,"[424, 767, 824, 827, 2937, 2981]"
5957,"[416, 746, 752, 1183]"
5958,"[414, 1582, 3259, 3444, 3810]"
5959,"[902, 1528, 1569]"
5960,"[368, 826, 2298, 3114, 3982]"
5961,"[248, 1956, 3556]"
5962,"[721, 1499, 1813, 2095, 3228, 3604]"
5963,"[666, 2339]"
5964,"[69, 389, 850, 1533, 1973, 2227, 3543]"
5965,"[902, 1957, 3147, 3575]"
5966,"[874, 993, 1284, 1285, 1837, 2861]"
5967,"[734, 2082, 3197, 3912]"
5968,"[1900, 2025, 3087, 3308]"
5969,"[1249, 3165, 3198]"
5970,"[922, 1664, 2139, 3095]"
5971,"[214, 1888, 2199, 2355, 3296, 3304, 3315, 3683]"
5972,"[874, 1149, 1316, 1923, 3154, 3987]"
5973,"[647, 2373, 2796, 3971]"
5974,"[611, 736, 974, 1006, 2380, 2549, 3243]"
5975,"[285, 2151, 3621, 3732, 3760]"
5976,"[1756, 2444]"
5977,[889]
5978,"[418, 1205, 2803]"
5979,"[147, 1871, 2170, 3087]"
5980,"[840, 1275, 1503, 1630, 2284, 2936]"
5981,"[1276, 2472, 3139, 3421]"
5982,"[1595, 2976, 3026]"
5983,"[1042, 1362]"
5984,"[2289, 2568, 2715, 3092, 3889]"
5985,"[456, 3062, 3273, 3719]"
5986,"[1164, 3198]"
5987,"[1164, 1399, 3052, 3198]"
5988,"[371, 402, 1039, 3394]"
5989,"[1456, 1745]"
5990,"[109, 1268, 2173, 2194, 2676, 2953, 3578]"
5991,"[432, 1190, 2042, 2252, 3537]"
5992,"[116, 2987]"
5993,"[7, 1972, 2397, 2595, 2918]"
5994,"[1190, 3048, 3511, 3577, 3921]"
5995,"[59, 216, 874, 961, 3351, 3458]"
5996,[961]
5997,"[1247, 2323, 3342]"
5998,"[709, 1163, 2430, 3922]"
5999,"[21, 123, 566, 771, 930, 2457]"
6000,[2024]
6001,"[118, 1194, 2155, 3121]"
6002,"[47, 1229, 1250, 1311, 1518, 1593, 1955]"
6003,"[209, 2610, 3524, 3552, 3600, 3664, 3920]"
6004,"[174, 1692, 1909, 2506, 3664, 3700]"
6005,"[1025, 1405, 2776, 2790]"
6006,"[1382, 2057]"
6007,"[634, 2175, 2234, 3628]"
6008,"[66, 229, 3131, 3253]"
6009,"[378, 2573, 3066, 3919]"
6010,"[932, 1394, 1493, 1956, 2228, 2245, 2339, 2647]"
6011,"[440, 933, 2234, 2531, 2561, 2843, 3223, 3245]"
6012,"[2489, 2593, 3293, 3459]"
6013,[2548]
6014,"[74, 595, 1834, 2679, 3136]"
6015,"[12, 98, 2653, 3280, 3576]"
6016,"[402, 442, 1127, 2142]"
6017,"[2637, 2861, 3356]"
6018,"[1117, 1175, 2667, 3047, 3511, 3872, 3876]"
6019,"[901, 1005, 2470, 2628, 2725, 2743, 2829, 3476]"
6020,"[543, 2984, 3927, 3931, 3934]"
6021,"[54, 74, 509, 1909, 2227]"
6022,[1834]
6023,"[1556, 1624, 2831, 2932, 3273]"
6024,"[903, 1072, 1794, 1980, 2810, 3735]"
6025,"[1529, 2469, 3482]"
6026,"[106, 721, 784, 1737, 2125, 2964, 3977]"
6027,"[570, 732, 820, 931, 1032, 2112, 2496, 3384]"
6028,"[799, 1148, 1750, 2009, 2745, 3267, 3366]"
6029,"[1105, 1727, 3595]"
6030,"[338, 1026, 2293]"
6031,"[146, 1870, 3226, 3227]"
6032,"[241, 502, 652, 738, 813, 2548, 2609, 3186]"
6033,"[858, 961, 1988, 2843, 2921, 3168, 3318]"
6034,"[341, 863, 1530, 3759]"
6035,"[300, 420, 1042, 1171, 1357, 1903, 2063, 2153, 2280, 2971]"
6036,"[214, 3296, 3304, 3315]"
6037,"[446, 1094]"
6038,"[21, 150, 2771, 3580]"
6039,"[2457, 2531, 3585]"
6040,"[1769, 1916, 2489, 3057, 3549, 3718]"
6041,"[189, 357, 1349, 2584, 2979, 3056]"
6042,"[117, 472, 570, 3648]"
6043,"[2001, 2026, 2289, 3403]"
6044,"[302, 669, 908, 1910]"
6045,"[336, 707, 2025, 2964]"
6046,"[484, 3559]"
6047,"[13, 1003, 1334, 2610]"
6048,"[539, 1685, 3069]"
6049,"[607, 2212]"
6050,"[303, 990, 1755, 1991, 2265, 2321, 2384, 2722]"
6051,"[319, 2004, 2143, 2189, 3186, 3583, 3652]"
6052,"[1067, 1197, 2617, 2815, 2915, 3318]"
6053,"[480, 501, 595, 683, 2193, 2894, 3203, 3228, 3480]"
6054,"[2419, 2735]"
6055,"[1067, 1275, 2907]"
6056,"[272, 648, 1307, 1524, 1765, 2535]"
6057,"[131, 1162, 1249, 1728, 2199, 3546]"
6058,"[1441, 1514, 3642]"
6059,"[3, 684, 1209, 1539, 2819]"
6060,"[335, 360, 1498, 3342, 3498, 3591, 3669]"
6061,"[2408, 2660, 2781, 2832, 3547, 3669]"
6062,"[996, 1113, 2260, 2342, 3655]"
6063,"[673, 1423, 1630, 2451, 2787]"
6064,"[217, 706, 1156, 3271, 3651]"
6065,"[737, 1114, 1680, 2390, 2651]"
6066,"[558, 1557, 1582, 1993, 3617, 3924]"
6067,"[431, 1023, 1928, 2527, 2741]"
6068,"[2193, 2359, 2489, 3114]"
6069,"[423, 1233, 1586]"
6070,"[1157, 3151]"
6071,"[34, 353, 530, 3545]"
6072,"[1730, 3073]"
6073,"[544, 1314, 1775, 2056, 3753]"
6074,"[300, 3306]"
6075,"[545, 1015]"
6076,"[2373, 2790, 2877]"
6077,"[767, 1813, 2026, 3066]"
6078,"[782, 3136]"
6079,"[973, 1559, 3271, 3455, 3935]"
6080,"[647, 705, 1025, 1259, 2565, 2831, 3228, 3377]"
6081,"[259, 544, 3483]"
6082,"[567, 2080, 2149]"
6083,"[871, 1260, 3899, 3952]"
6084,"[1648, 1757]"
6085,"[83, 2191, 2801]"
6086,"[1706, 2568, 3938]"
6087,"[1467, 3196, 3931]"
6088,"[131, 1162, 1249, 1728, 2199, 3546]"
6089,"[1893, 3092, 3969]"
6090,"[575, 1673, 3051, 3151]"
6091,"[587, 1054, 1796, 2266, 2535, 2645, 2989, 3921]"
6092,"[647, 852, 931, 1202, 1697, 2591, 3222, 3416, 3932, 3934]"
6093,"[318, 766, 3821]"
6094,"[1554, 3929, 3988]"
6095,"[2190, 3667, 3919]"
6096,"[319, 1386, 3210]"
6097,"[568, 1289, 1664, 1694, 2112, 2489, 2855, 3307]"
6098,"[625, 1149, 2782]"
6099,"[318, 1518, 1569, 1989, 3223, 3482]"
6100,"[473, 699, 2265, 3372, 3491]"
6101,"[87, 2051, 3186]"
6102,"[215, 1570, 3010, 3186, 3477]"
6103,"[1388, 1790, 2819, 2882, 2933, 3640, 3952]"
6104,"[169, 1251, 1664, 1691, 2873, 3318]"
6105,"[2662, 2808, 2839, 3496]"
6106,"[1176, 2069, 3474]"
6107,"[182, 1550, 1664, 1840, 2197, 2667, 2989, 3228, 3460, 3662]"
6108,"[127, 903, 1688, 2292, 3581]"
6109,"[2608, 3160]"
6110,"[1342, 2217, 3595]"
6111,"[1005, 1284, 1294, 2013, 2080, 3600]"
6112,"[300, 3306]"
6113,"[699, 1407, 1486, 3492, 3532, 3576, 3618, 3923]"
6114,"[851, 3070, 3934]"
6115,"[1197, 1735, 2245, 2440, 3241, 3621]"
6116,"[377, 446, 1023]"
6117,"[726, 1136, 3812]"
6118,"[1769, 1916, 2489, 3057, 3549, 3718]"
6119,"[26, 143, 294, 592, 1081, 1196, 1486, 3192]"
6120,"[1015, 1163, 1166, 3334]"
6121,"[419, 2095, 2406, 3254, 3349]"
6122,"[183, 2499, 3367]"
6123,"[849, 1475, 1503, 1536, 2849, 3259]"
6124,"[1292, 1940, 2377, 2886]"
6125,"[118, 1664]"
6126,"[1356, 2168]"
6127,"[85, 326, 815, 2781, 2793, 3931]"
6128,"[1232, 1503, 2955, 3448]"
6129,"[86, 93, 1190]"
6130,"[13, 1037, 1617, 1725, 2112, 3818]"
6131,"[229, 277, 723, 840, 1749, 2459, 3255, 3268, 3861]"
6132,[1404]
6133,"[446, 2883, 3498, 3595]"
6134,"[1576, 2489, 2669, 3554, 3885]"
6135,"[1235, 1279, 3143, 3514]"
6136,"[849, 878, 1688, 2216, 3583]"
6137,"[325, 886, 1599, 3271]"
6138,"[236, 800, 1382, 1506, 1533, 1903, 2815, 3231, 3624, 3727]"
6139,"[69, 527, 3106, 3318, 3474, 3874]"
6140,"[773, 3901]"
6141,"[57, 1554, 1930, 2577, 3498]"
6142,"[2201, 2612, 2801, 2826, 3581, 3655, 3656, 3881]"
6143,"[85, 1469, 1873, 1903, 2010, 2786, 2869, 3192]"
6144,"[36, 444, 1415, 1638, 2519]"
6145,"[831, 2485, 3572, 3732]"
6146,"[736, 1165, 1185, 2051, 2842, 3683]"
6147,"[989, 1629, 2873, 3163]"
6148,"[1602, 2143]"
6149,"[48, 1058, 1190, 1474, 3269, 3583]"
6150,"[145, 709, 1341, 1601, 3355]"
6151,"[707, 1315, 3572]"
6152,[2182]
6153,"[592, 1232, 1559, 1709, 2579, 3005]"
6154,"[509, 1113, 1653, 2684]"
6155,"[511, 1842, 2872, 3501, 3514, 3606]"
6156,"[532, 974, 1006, 1382, 2509, 3671, 3788]"
6157,"[1196, 3004, 3656]"
6158,"[1539, 1923, 2010, 2781]"
6159,"[722, 740, 1213, 2339, 3911]"
6160,"[1928, 2910]"
6161,"[1903, 2226, 3524, 3664]"
6162,"[675, 1343, 2722, 2855, 3145]"
6163,"[643, 722, 729, 1268, 1504, 2289, 2532, 3624]"
6164,"[1023, 3668, 3869]"
6165,"[589, 1224, 3488, 3921]"
6166,"[287, 2085, 2424, 3216, 3992]"
6167,"[1334, 1588, 1605, 3523, 3591]"
6168,"[1039, 1157, 1226, 2667, 3151]"
6169,"[170, 414, 1582, 1960, 2239, 2288, 3454, 3912]"
6170,"[274, 2001, 2884, 3548]"
6171,"[140, 318, 878, 1940, 2025]"
6172,"[838, 962, 1463, 2748, 3801]"
6173,"[112, 154, 1092, 1843, 2471, 2504, 3346]"
6174,"[599, 2176, 2320, 3666, 3748, 3907]"
6175,"[1795, 1893, 2223, 2930, 3149, 3229, 3393, 3676]"
6176,"[277, 640, 2151, 2968, 3624, 3745, 3921]"
6177,"[96, 214, 385, 2177, 2229]"
6178,"[3214, 3594]"
6179,"[363, 1067, 1750, 3197]"
6180,"[318, 1569, 1989]"
6181,"[151, 217, 582, 764, 2611]"
6182,"[248, 409, 2004, 2189, 2508, 2853, 3736, 3948]"
6183,"[813, 1026, 1882, 3223, 3618, 3768]"
6184,"[118, 903, 1096, 1160, 1349, 1503, 1903, 2857, 3932]"
6185,"[1271, 1407, 1666, 2910]"
6186,"[485, 1042, 1135, 1909, 2477, 3087, 3323]"
6187,"[69, 107, 582, 3172, 3396, 3863, 3872]"
6188,"[2449, 3300, 3465]"
6189,"[834, 1186, 2708]"
6190,"[994, 1729, 1746, 2241, 3856]"
6191,"[1737, 2064, 3746]"
6192,"[169, 377, 634, 1468, 1595, 2069, 2584, 2786, 2870, 3487]"
6193,"[1609, 3147, 3175]"
6194,"[659, 852, 1275, 2685, 3563]"
6195,"[353, 818, 1286, 1411, 2648, 3396, 3583]"
6196,"[1543, 1903, 2026, 3458]"
6197,"[1684, 1705, 3070, 3300, 3796]"
6198,"[963, 2567, 2843, 3066, 3149]"
6199,"[1108, 3043, 3083, 3496]"
6200,"[1256, 2194, 2275, 2576, 3218, 3671]"
6201,"[1504, 1573, 2047, 2333, 2666]"
6202,"[686, 2223, 2574, 2672, 3893]"
6203,"[675, 2631, 3201, 3390]"
6204,"[36, 118, 461, 1664, 1756, 2099, 3705]"
6205,[2573]
6206,[2060]
6207,"[510, 1236, 1354, 1679, 3461]"
6208,"[169, 1341, 3190, 3355, 3507]"
6209,"[377, 1999]"
6210,"[63, 2625, 3198]"
6211,"[1188, 1190, 3666]"
6212,"[1014, 1036, 1797, 1898, 2784, 3467, 3655]"
6213,"[227, 2001]"
6214,"[876, 1211, 2774, 3505, 3685]"
6215,"[11, 112, 1047, 2034, 2101, 2812]"
6216,[1967]
6217,"[3061, 3768]"
6218,"[444, 809, 893, 1638, 1795, 2009, 2176]"
6219,"[913, 1073, 1197, 2747, 3572, 3843]"
6220,"[214, 812, 1405, 1705, 1859, 2433]"
6221,"[42, 432, 1863, 1901, 2205, 2427, 3059, 3062]"
6222,"[1042, 2270, 2580, 2851, 3070, 3078, 3151, 3485]"
6223,"[326, 848, 1324, 1678, 3368]"
6224,"[48, 1190, 1275, 1556, 2246, 2988, 3169]"
6225,"[179, 813, 905, 1504, 2569]"
6226,"[255, 350, 744, 1007, 1493, 1886, 3796]"
6227,"[55, 907, 3669]"
6228,"[116, 1740, 3520]"
6229,"[148, 2354, 2463, 2714, 3381, 3970]"
6230,"[2355, 2528, 2739, 3008, 3692, 3739]"
6231,"[28, 626, 1612, 2548, 3498, 3511]"
6232,"[93, 414, 557, 670, 1664, 2339, 3070]"
6233,"[2233, 2781]"
6234,"[583, 2071, 2437, 3180, 3710]"
6235,"[405, 911, 2052, 2287, 2699, 3730, 3987]"
6236,"[109, 2173, 2194, 2676, 2953, 3578]"
6237,"[1205, 2812, 2848, 3511]"
6238,"[100, 444, 786, 2134, 2557, 2933, 3948]"
6239,"[1816, 1893, 3032, 3822]"
6240,"[1783, 3094, 3411]"
6241,"[63, 673, 683, 1671, 1733, 1971, 2041, 2266, 2735]"
6242,"[1300, 1574, 2233, 2551, 2884]"
6243,"[1034, 2140, 2302, 2680, 3406]"
6244,"[74, 500, 3531]"
6245,"[1036, 1349, 1481, 2179, 3702, 3962]"
6246,"[1535, 2729, 3078, 3839, 3960]"
6247,"[832, 2676, 3419, 3901]"
6248,"[428, 629, 1239, 1268, 1404, 2280, 2397, 2508, 3474]"
6249,"[694, 803, 1293, 1557, 1870, 1913]"
6250,"[246, 2680, 2861, 3305, 3356]"
6251,"[571, 659, 1233, 2685, 2882]"
6252,"[35, 728, 1284, 1804, 1884, 2781]"
6253,"[1334, 2198, 2714, 3272, 3615, 3667, 3953]"
6254,"[7, 949, 2642, 3295, 3349, 3764]"
6255,"[637, 2067]"
6256,"[1467, 2286, 2669, 2941, 3498, 3646]"
6257,"[1859, 2060, 2580, 3084]"
6258,"[246, 547, 610, 1222, 1733, 3320]"
6259,"[248, 1956, 3079, 3556, 3927]"
6260,"[140, 1136, 1643]"
6261,"[374, 1118, 1412, 1479, 2987, 3556]"
6262,"[127, 2748, 2771, 3730]"
6263,"[1239, 3648]"
6264,"[738, 2321, 2368, 3552]"
6265,"[11, 1042, 3538]"
6266,"[1228, 1356, 1678, 2333]"
6267,[87]
6268,"[456, 1501, 1613, 2557]"
6269,"[472, 2058]"
6270,"[1826, 2516, 3035, 3991]"
6271,"[2278, 2647, 3671, 3968]"
6272,"[147, 2343, 2772, 2988, 3054]"
6273,"[344, 1973, 3291, 3655]"
6274,"[1843, 2009, 2428, 2631, 2851]"
6275,"[118, 709, 829]"
6276,"[87, 3151]"
6277,"[686, 1318, 2103, 2830, 2855, 3010, 3123, 3144, 3379, 3864]"
6278,"[124, 320, 934, 1461, 1559, 2520, 2573, 2790]"
6279,"[143, 1398, 3167, 3934]"
6280,"[231, 1597, 2009, 3008, 3812]"
6281,"[259, 360, 3268]"
6282,"[116, 325, 456, 707, 799, 1540, 2828, 3347]"
6283,"[1180, 1286, 1853, 2239, 2428, 3079, 3338]"
6284,"[124, 377, 446, 1023]"
6285,"[236, 1428, 2228, 2382]"
6286,[3879]
6287,"[737, 1285, 1932, 2798, 3221, 3740]"
6288,"[683, 1382, 2070, 2528]"
6289,"[353, 471, 1997, 2110, 3251]"
6290,"[146, 1178, 1659]"
6291,"[767, 1752, 2497, 2857, 3480, 3932]"
6292,"[57, 477, 1930, 3524]"
6293,"[1871, 2053, 2555, 3595, 3994]"
6294,"[338, 563, 990, 991, 1071, 1671, 1721, 3098, 3251]"
6295,"[1186, 1238, 3680]"
6296,"[697, 998, 1179, 1830, 2169, 2445, 2470, 3008, 3476, 3934]"
6297,"[2042, 2852, 3142]"
6298,[2284]
6299,[3465]
6300,"[205, 799, 2809, 3000]"
6301,"[7, 1705, 1972, 2397, 2595, 2918]"
6302,"[1830, 2559, 3588]"
6303,"[66, 641, 1909, 2126, 3299, 3637, 3988]"
6304,"[1273, 3228]"
6305,"[169, 622, 3251, 3293]"
6306,"[737, 1233]"
6307,"[11, 112, 1047, 2034, 2101, 2812]"
6308,"[2136, 2825, 3827, 3968]"
6309,"[66, 1688, 2372, 2674, 2840]"
6310,"[414, 1775, 3186, 3722, 3736]"
